num_robots,t,elapsed,state,objects,target,coverage
2,6.96,0.98,exploring,0,5,4.88
2,7.96,1.98,exploring,0,5,4.88
2,8.96,2.98,exploring,0,5,4.88
2,9.96,3.98,exploring,0,5,4.88
2,10.96,4.98,exploring,0,5,4.88
2,11.96,5.98,exploring,0,5,4.88
2,12.96,6.98,exploring,0,5,4.88
2,13.96,7.98,exploring,0,5,4.88
2,14.96,8.98,exploring,0,5,4.88
2,15.96,9.98,exploring,0,5,4.88
2,16.96,10.98,exploring,0,5,4.88
2,17.96,11.98,exploring,0,5,4.88
2,18.96,12.98,exploring,0,5,4.88
2,19.96,13.98,exploring,0,5,4.88
2,20.96,14.98,exploring,0,5,4.88
2,21.96,15.98,exploring,0,5,4.88
2,22.96,16.98,exploring,0,5,4.40
2,23.96,17.98,exploring,0,5,4.40
2,24.96,18.98,exploring,1,5,4.40
2,25.96,19.98,exploring,1,5,16.19
2,26.96,20.98,exploring,1,5,16.19
2,27.96,21.98,exploring,1,5,16.19
2,28.96,22.98,exploring,1,5,16.19
2,29.96,23.98,exploring,1,5,16.19
2,30.96,24.98,exploring,1,5,31.84
2,31.96,25.98,exploring,1,5,31.84
2,32.96,26.98,exploring,1,5,50.92
2,33.96,27.98,exploring,1,5,50.92
2,34.96,28.98,exploring,1,5,50.92
2,35.96,29.98,exploring,1,5,54.42
2,36.96,30.98,exploring,1,5,54.42
2,37.96,31.98,exploring,1,5,61.84
2,38.96,32.98,exploring,1,5,61.84
2,39.96,33.98,exploring,1,5,61.84
2,40.96,34.98,exploring,1,5,53.54
2,41.96,35.98,exploring,1,5,53.54
2,42.96,36.98,exploring,1,5,53.54
2,43.96,37.98,exploring,1,5,53.54
2,44.96,38.98,exploring,1,5,53.54
2,45.96,39.98,exploring,1,5,59.46
2,46.96,40.98,exploring,1,5,59.46
2,47.96,41.98,exploring,1,5,59.46
2,48.96,42.98,exploring,1,5,59.46
2,49.96,43.98,exploring,1,5,59.46
2,50.96,44.98,exploring,1,5,59.46
2,51.96,45.98,exploring,1,5,59.46
2,52.96,46.98,exploring,1,5,59.46
2,53.96,47.98,exploring,1,5,59.46
2,54.96,48.98,exploring,1,5,59.46
2,55.96,49.98,exploring,1,5,62.44
2,56.96,50.98,exploring,1,5,62.44
2,57.96,51.98,exploring,1,5,62.44
2,58.96,52.98,exploring,1,5,62.44
2,59.96,53.98,exploring,1,5,62.44
2,60.96,54.98,exploring,1,5,62.44
2,61.96,55.98,exploring,1,5,62.44
2,62.96,56.98,exploring,1,5,62.44
2,63.96,57.98,exploring,1,5,62.44
2,64.96,58.98,exploring,1,5,62.44
2,65.96,59.98,exploring,1,5,62.44
2,66.96,60.98,exploring,1,5,62.44
2,67.96,61.98,exploring,1,5,62.44
2,68.96,62.98,exploring,1,5,62.44
2,69.96,63.98,exploring,1,5,62.44
2,70.96,64.98,exploring,1,5,62.44
2,71.96,65.98,exploring,1,5,62.44
2,72.96,66.98,exploring,1,5,62.44
2,73.96,67.98,exploring,1,5,62.44
2,74.96,68.98,exploring,1,5,62.44
2,75.96,69.98,exploring,1,5,70.87
2,76.96,70.98,exploring,1,5,70.87
2,77.96,71.98,exploring,1,5,70.87
2,78.96,72.98,exploring,1,5,70.87
2,79.96,73.98,exploring,1,5,70.87
2,80.96,74.98,exploring,1,5,70.87
2,81.96,75.98,exploring,1,5,70.87
2,82.96,76.98,exploring,1,5,70.87
2,83.96,77.98,exploring,1,5,70.87
2,84.96,78.98,exploring,1,5,70.87
2,85.96,79.98,exploring,1,5,70.87
2,86.96,80.98,exploring,1,5,70.87
2,87.96,81.98,exploring,1,5,70.87
2,88.96,82.98,exploring,1,5,70.87
2,89.96,83.98,exploring,1,5,70.87
2,90.96,84.98,exploring,1,5,74.60
2,91.96,85.98,exploring,1,5,74.60
2,92.96,86.98,exploring,1,5,74.60
2,93.96,87.98,exploring,1,5,74.60
2,94.96,88.98,exploring,1,5,74.60
2,95.96,89.98,exploring,1,5,75.06
2,96.96,90.98,exploring,1,5,75.06
2,97.96,91.98,exploring,1,5,75.06
2,98.96,92.98,exploring,1,5,75.06
2,99.96,93.98,exploring,1,5,75.06
2,100.96,94.98,exploring,1,5,75.40
2,101.96,95.98,exploring,1,5,75.40
2,102.96,96.98,exploring,1,5,75.40
2,103.96,97.98,exploring,1,5,75.40
2,104.96,98.98,exploring,1,5,75.40
2,105.96,99.98,exploring,1,5,86.92
2,106.96,100.98,exploring,1,5,86.92
2,107.96,101.98,exploring,1,5,86.92
2,108.96,102.98,exploring,1,5,86.92
2,109.96,103.98,exploring,1,5,86.92
2,110.96,104.98,exploring,1,5,86.93
2,111.96,105.98,exploring,1,5,86.93
2,112.96,106.98,exploring,2,5,87.58
2,113.96,107.98,exploring,2,5,87.58
2,114.96,108.98,exploring,2,5,87.58
2,115.96,109.98,exploring,2,5,88.00
2,116.96,110.98,exploring,2,5,88.00
2,117.96,111.98,exploring,2,5,88.45
2,118.96,112.98,exploring,2,5,88.45
2,119.96,113.98,exploring,2,5,88.45
2,120.96,114.98,exploring,2,5,88.49
2,121.96,115.98,exploring,2,5,88.49
2,122.96,116.98,exploring,2,5,88.63
2,123.96,117.98,exploring,2,5,88.63
2,124.96,118.98,exploring,2,5,88.63
2,125.96,119.98,exploring,2,5,88.63
2,126.96,120.98,exploring,2,5,88.63
2,127.96,121.98,exploring,2,5,88.63
2,128.96,122.98,exploring,2,5,88.63
2,129.96,123.98,exploring,2,5,88.63
2,130.96,124.98,exploring,2,5,88.66
2,131.96,125.98,exploring,2,5,88.66
2,132.96,126.98,exploring,2,5,88.66
2,133.96,127.98,exploring,2,5,88.66
2,134.96,128.98,exploring,2,5,88.66
2,135.96,129.98,exploring,2,5,88.68
2,136.96,130.98,exploring,2,5,88.68
2,137.96,131.98,exploring,2,5,88.68
2,138.96,132.98,exploring,2,5,88.68
2,139.96,133.98,exploring,2,5,88.68
2,140.96,134.98,exploring,2,5,88.92
2,141.96,135.98,exploring,2,5,88.92
2,142.96,136.98,exploring,2,5,88.92
2,143.96,137.98,exploring,2,5,88.92
2,144.96,138.98,exploring,2,5,88.92
2,145.96,139.98,exploring,2,5,89.10
2,146.96,140.98,exploring,2,5,89.10
2,147.96,141.98,exploring,2,5,89.10
2,148.96,142.98,exploring,2,5,89.10
2,149.96,143.98,exploring,2,5,89.10
2,150.96,144.98,exploring,2,5,89.10
2,151.96,145.98,exploring,2,5,89.10
2,152.96,146.98,exploring,2,5,89.10
2,153.96,147.98,exploring,2,5,89.10
2,154.96,148.98,exploring,2,5,89.10
2,155.96,149.98,exploring,2,5,89.10
2,156.96,150.98,exploring,2,5,89.10
2,157.96,151.98,exploring,2,5,89.10
2,158.96,152.98,exploring,2,5,89.10
2,159.96,153.98,exploring,2,5,89.10
2,160.96,154.98,exploring,2,5,89.10
2,161.96,155.98,exploring,2,5,89.10
2,162.96,156.98,exploring,2,5,89.10
2,163.96,157.98,exploring,2,5,89.10
2,164.96,158.98,exploring,2,5,89.10
2,165.96,159.98,exploring,2,5,89.10
2,166.96,160.98,exploring,2,5,89.10
2,167.96,161.98,exploring,2,5,80.45
2,168.96,162.98,exploring,2,5,80.45
2,169.96,163.98,exploring,2,5,80.45
2,170.96,164.98,exploring,2,5,80.45
2,171.96,165.98,exploring,2,5,80.45
2,172.96,166.98,exploring,2,5,80.45
2,173.96,167.98,exploring,2,5,80.45
2,174.96,168.98,exploring,2,5,80.45
2,175.96,169.98,exploring,2,5,80.45
2,176.96,170.98,exploring,2,5,80.45
2,177.96,171.98,exploring,2,5,80.45
2,178.96,172.98,exploring,2,5,80.45
2,179.96,173.98,exploring,2,5,80.45
2,180.96,174.98,exploring,2,5,80.45
2,181.96,175.98,exploring,2,5,80.45
2,182.96,176.98,exploring,2,5,80.45
2,183.96,177.98,exploring,2,5,80.45
2,184.96,178.98,exploring,2,5,80.45
2,185.96,179.98,exploring,2,5,80.45
2,186.96,180.98,exploring,2,5,80.45
2,187.96,181.98,exploring,2,5,80.45
2,188.96,182.98,exploring,2,5,80.45
2,189.96,183.98,exploring,2,5,80.45
2,190.96,184.98,exploring,2,5,80.45
2,191.96,185.98,exploring,2,5,80.45
2,192.96,186.98,exploring,2,5,80.45
2,193.96,187.98,exploring,2,5,80.45
2,194.96,188.98,exploring,2,5,80.45
2,195.96,189.98,exploring,3,5,82.05
2,196.96,190.98,exploring,3,5,82.05
2,197.96,191.98,exploring,3,5,82.05
2,198.96,192.98,exploring,3,5,82.05
2,199.96,193.98,exploring,3,5,82.05
2,200.96,194.98,exploring,3,5,83.38
2,201.96,195.98,exploring,3,5,83.38
2,202.96,196.98,exploring,3,5,83.38
2,203.96,197.98,exploring,3,5,83.38
2,204.96,198.98,exploring,3,5,83.38
2,205.96,199.98,exploring,3,5,83.38
2,206.96,200.98,exploring,3,5,83.38
2,207.96,201.98,exploring,3,5,83.38
2,208.96,202.98,exploring,3,5,83.38
2,209.96,203.98,exploring,3,5,83.38
2,210.96,204.98,exploring,3,5,84.24
2,211.96,205.98,exploring,3,5,84.24
2,212.96,206.98,exploring,3,5,84.24
2,213.96,207.98,exploring,3,5,84.24
2,214.96,208.98,exploring,3,5,84.24
2,215.96,209.98,exploring,3,5,84.24
2,216.96,210.98,exploring,3,5,84.24
2,217.96,211.98,exploring,3,5,84.24
2,218.96,212.98,exploring,3,5,84.24
2,219.96,213.98,exploring,3,5,84.24
2,220.96,214.98,exploring,3,5,85.11
2,221.96,215.98,exploring,3,5,85.11
2,222.96,216.98,exploring,3,5,85.11
2,223.96,217.98,exploring,3,5,85.11
2,224.96,218.98,exploring,3,5,85.11
2,225.96,219.98,exploring,3,5,86.18
2,226.96,220.98,exploring,3,5,86.18
2,227.96,221.98,exploring,3,5,86.18
2,228.96,222.98,exploring,3,5,86.18
2,229.96,223.98,exploring,3,5,86.18
2,230.96,224.98,exploring,3,5,86.81
2,231.96,225.98,exploring,3,5,86.81
2,232.96,226.98,exploring,3,5,86.81
2,233.96,227.98,exploring,3,5,86.81
2,234.96,228.98,exploring,3,5,86.81
2,235.96,229.98,exploring,3,5,86.81
2,236.96,230.98,exploring,3,5,86.81
2,237.96,231.98,exploring,3,5,86.81
2,238.96,232.98,exploring,3,5,86.81
2,239.96,233.98,exploring,3,5,86.81
2,240.96,234.98,exploring,3,5,86.89
2,241.96,235.98,exploring,3,5,86.89
2,242.96,236.98,exploring,3,5,86.89
2,243.96,237.98,exploring,3,5,86.89
2,244.96,238.98,exploring,3,5,86.89
2,245.96,239.98,exploring,3,5,86.89
2,246.96,240.98,exploring,3,5,86.89
2,247.96,241.98,exploring,3,5,86.89
2,248.96,242.98,exploring,3,5,86.89
2,249.96,243.98,exploring,3,5,86.89
2,250.96,244.98,exploring,3,5,87.29
2,251.96,245.98,exploring,3,5,87.29
2,252.96,246.98,exploring,3,5,87.29
2,253.96,247.98,exploring,3,5,87.29
2,254.96,248.98,exploring,3,5,87.29
2,255.96,249.98,exploring,3,5,87.60
2,256.96,250.98,exploring,3,5,87.60
2,257.96,251.98,exploring,3,5,87.60
2,258.96,252.98,exploring,3,5,87.60
2,259.96,253.98,exploring,3,5,87.60
2,260.96,254.98,exploring,3,5,87.81
2,261.96,255.98,exploring,3,5,87.81
2,262.96,256.98,exploring,3,5,87.81
2,263.96,257.98,exploring,3,5,87.81
2,264.96,258.98,exploring,3,5,87.81
2,265.96,259.98,exploring,3,5,87.81
2,266.96,260.98,exploring,3,5,87.81
2,267.96,261.98,exploring,3,5,87.81
2,268.96,262.98,exploring,3,5,87.81
2,269.96,263.98,exploring,3,5,87.81
2,270.96,264.98,exploring,3,5,87.81
2,271.96,265.98,exploring,3,5,87.81
2,272.96,266.98,exploring,3,5,87.81
2,273.96,267.98,exploring,3,5,87.81
2,274.96,268.98,exploring,3,5,87.81
2,275.96,269.98,exploring,3,5,87.81
2,276.96,270.98,exploring,3,5,87.81
2,277.96,271.98,exploring,3,5,87.81
2,278.96,272.98,exploring,3,5,87.81
2,279.96,273.98,exploring,3,5,87.81
2,280.96,274.98,exploring,3,5,87.81
2,281.96,275.98,exploring,3,5,87.81
2,282.96,276.98,exploring,3,5,87.81
2,283.96,277.98,exploring,3,5,87.81
2,284.96,278.98,exploring,3,5,87.81
2,285.96,279.98,exploring,3,5,87.81
2,286.96,280.98,exploring,3,5,87.81
2,287.96,281.98,exploring,3,5,87.81
2,288.96,282.98,exploring,3,5,87.81
2,289.96,283.98,exploring,3,5,87.81
2,290.96,284.98,exploring,3,5,87.81
2,291.96,285.98,exploring,3,5,87.81
2,292.96,286.98,exploring,3,5,87.81
2,293.96,287.98,exploring,3,5,87.81
2,294.96,288.98,exploring,3,5,87.81
2,295.96,289.98,exploring,3,5,87.81
2,296.96,290.98,exploring,3,5,87.81
2,297.96,291.98,exploring,3,5,87.81
2,298.96,292.98,exploring,3,5,87.81
2,299.96,293.98,exploring,3,5,87.81
2,300.96,294.98,exploring,3,5,87.81
2,301.96,295.98,exploring,3,5,87.81
2,302.96,296.98,exploring,3,5,87.81
2,303.96,297.98,exploring,3,5,87.81
2,304.96,298.98,exploring,3,5,87.81
2,305.96,299.98,exploring,3,5,87.81
2,306.96,300.98,exploring,3,5,87.81
2,307.96,301.98,exploring,3,5,87.81
2,308.96,302.98,returning,3,5,87.81
