num_robots,t,elapsed,state,objects,target,coverage
1,7.13,0.97,exploring,0,5,4.48
1,8.13,1.97,exploring,0,5,4.48
1,9.13,2.97,exploring,0,5,4.48
1,10.13,3.97,exploring,0,5,4.48
1,11.13,4.97,exploring,0,5,4.48
1,12.13,5.97,exploring,0,5,4.48
1,13.13,6.97,exploring,0,5,4.48
1,14.13,7.97,exploring,0,5,4.48
1,15.13,8.97,exploring,0,5,4.48
1,16.13,9.97,exploring,0,5,4.48
1,17.13,10.97,exploring,0,5,4.48
1,18.13,11.97,exploring,0,5,4.48
1,19.13,12.97,exploring,0,5,4.48
1,20.13,13.97,exploring,0,5,4.48
1,21.13,14.97,exploring,0,5,16.38
1,22.13,15.97,exploring,1,5,16.38
1,23.13,16.97,exploring,1,5,16.38
1,24.13,17.97,exploring,1,5,16.38
1,25.13,18.97,exploring,1,5,16.38
1,26.13,19.97,exploring,1,5,31.99
1,27.13,20.97,exploring,1,5,31.99
1,28.13,21.97,exploring,1,5,31.99
1,29.13,22.97,exploring,1,5,31.99
1,30.13,23.97,exploring,1,5,31.99
1,31.13,24.97,exploring,1,5,49.18
1,32.13,25.97,exploring,1,5,49.18
1,33.13,26.97,exploring,1,5,49.18
1,34.13,27.97,exploring,1,5,49.18
1,35.13,28.97,exploring,1,5,49.18
1,36.13,29.97,exploring,1,5,49.18
1,37.13,30.97,exploring,1,5,49.18
1,38.13,31.97,exploring,1,5,49.18
1,39.13,32.97,exploring,1,5,49.18
1,40.13,33.97,exploring,1,5,49.18
1,41.13,34.97,exploring,1,5,54.11
1,42.13,35.97,exploring,1,5,54.11
1,43.13,36.97,exploring,1,5,54.11
1,44.13,37.97,exploring,1,5,54.11
1,45.13,38.97,exploring,1,5,54.11
1,46.13,39.97,exploring,1,5,61.99
1,47.13,40.97,exploring,1,5,61.99
1,48.13,41.97,exploring,1,5,61.99
1,49.13,42.97,exploring,1,5,61.99
1,50.13,43.97,exploring,1,5,61.99
1,51.13,44.97,exploring,1,5,71.55
1,52.13,45.97,exploring,1,5,71.55
1,53.13,46.97,exploring,1,5,71.55
1,54.13,47.97,exploring,1,5,71.55
1,55.13,48.97,exploring,1,5,71.55
1,56.13,49.97,exploring,1,5,78.38
1,57.13,50.97,exploring,1,5,78.38
1,58.13,51.97,exploring,1,5,78.38
1,59.13,52.97,exploring,1,5,78.38
1,60.13,53.97,exploring,1,5,78.38
1,61.13,54.97,exploring,1,5,79.62
1,62.14,55.97,exploring,1,5,79.62
1,63.13,56.97,exploring,1,5,79.62
1,64.13,57.97,exploring,2,5,79.62
1,65.13,58.97,exploring,2,5,79.62
1,66.13,59.97,exploring,2,5,81.77
1,67.13,60.97,exploring,2,5,81.77
1,68.13,61.97,exploring,2,5,81.77
1,69.13,62.97,exploring,2,5,81.77
1,70.13,63.97,exploring,2,5,81.77
1,71.13,64.97,exploring,2,5,84.70
1,72.13,65.97,exploring,2,5,84.70
1,73.13,66.97,exploring,2,5,84.70
1,74.13,67.97,exploring,2,5,84.70
1,75.13,68.97,exploring,2,5,84.70
1,76.13,69.97,exploring,2,5,84.70
1,77.13,70.97,exploring,2,5,84.70
1,78.13,71.97,exploring,2,5,84.70
1,79.13,72.97,exploring,2,5,84.70
1,80.13,73.97,exploring,2,5,84.70
1,81.13,74.97,exploring,2,5,84.70
1,82.13,75.97,exploring,2,5,84.70
1,83.13,76.97,exploring,2,5,84.70
1,84.13,77.97,exploring,2,5,84.70
1,85.13,78.97,exploring,2,5,84.70
1,86.13,79.97,exploring,2,5,84.70
1,87.13,80.97,exploring,2,5,84.70
1,88.13,81.97,exploring,2,5,84.70
1,89.13,82.97,exploring,2,5,84.70
1,90.13,83.97,exploring,2,5,84.70
1,91.13,84.97,exploring,2,5,84.70
1,92.13,85.97,exploring,2,5,84.70
1,93.13,86.97,exploring,2,5,84.70
1,94.13,87.97,exploring,2,5,84.70
1,95.13,88.97,exploring,2,5,84.70
1,96.13,89.97,exploring,2,5,84.70
1,97.13,90.97,exploring,2,5,84.70
1,98.13,91.97,exploring,2,5,84.70
1,99.13,92.97,exploring,2,5,84.70
1,100.13,93.97,exploring,2,5,84.70
1,101.13,94.97,exploring,2,5,87.04
1,102.13,95.97,exploring,2,5,87.04
1,103.13,96.97,exploring,2,5,87.04
1,104.13,97.97,exploring,2,5,87.04
1,105.13,98.97,exploring,2,5,87.04
1,106.13,99.97,exploring,2,5,87.04
1,107.13,100.97,exploring,2,5,87.04
1,108.13,101.97,exploring,2,5,87.04
1,109.13,102.97,exploring,2,5,87.04
1,110.13,103.97,exploring,2,5,87.04
1,111.13,104.97,exploring,2,5,87.04
1,112.13,105.97,exploring,2,5,87.04
1,113.13,106.97,exploring,2,5,87.04
1,114.13,107.97,exploring,2,5,87.04
1,115.13,108.97,exploring,2,5,87.04
1,116.13,109.97,exploring,2,5,88.10
1,117.13,110.97,exploring,2,5,88.10
1,118.13,111.97,exploring,2,5,88.10
1,119.13,112.97,exploring,2,5,88.10
1,120.13,113.97,exploring,2,5,88.10
1,121.13,114.97,exploring,2,5,88.10
1,122.13,115.97,exploring,2,5,88.10
1,123.14,116.97,exploring,2,5,88.10
1,124.13,117.97,exploring,2,5,88.10
1,125.13,118.97,exploring,2,5,88.10
1,126.13,119.97,exploring,2,5,88.74
1,127.13,120.97,exploring,2,5,88.74
1,128.13,121.97,exploring,2,5,88.74
1,129.13,122.97,exploring,2,5,88.74
1,130.13,123.97,exploring,2,5,88.74
1,131.13,124.97,exploring,2,5,89.05
1,132.13,125.97,exploring,2,5,89.05
1,133.13,126.97,exploring,2,5,89.05
1,134.13,127.97,exploring,2,5,89.05
1,135.13,128.97,exploring,2,5,89.05
1,136.13,129.97,exploring,2,5,89.05
1,137.13,130.97,exploring,2,5,89.05
1,138.13,131.97,exploring,2,5,89.05
1,139.13,132.97,exploring,2,5,89.05
1,140.14,133.97,exploring,2,5,89.05
1,141.13,134.97,exploring,2,5,89.05
1,142.13,135.97,exploring,2,5,89.05
1,143.13,136.97,exploring,2,5,89.05
1,144.13,137.97,exploring,2,5,89.05
1,145.13,138.97,exploring,2,5,89.05
1,146.13,139.97,exploring,2,5,89.05
1,147.13,140.97,exploring,2,5,89.05
1,148.13,141.97,exploring,2,5,89.05
1,149.13,142.97,exploring,2,5,89.05
1,150.13,143.97,exploring,2,5,89.05
1,151.13,144.97,exploring,2,5,89.05
1,152.13,145.97,exploring,2,5,89.05
1,153.13,146.97,exploring,2,5,89.05
1,154.13,147.97,exploring,2,5,89.05
1,155.13,148.97,exploring,2,5,89.05
1,156.13,149.97,exploring,2,5,89.05
1,157.13,150.97,exploring,2,5,89.05
1,158.13,151.97,exploring,2,5,89.05
1,159.13,152.97,exploring,2,5,89.05
