num_robots,t,elapsed,state,objects,target,coverage
5,7.20,0.92,exploring,0,5,4.58
5,8.20,1.92,exploring,0,5,4.58
5,9.20,2.92,exploring,0,5,4.58
5,10.20,3.92,exploring,0,5,4.58
5,11.20,4.92,exploring,0,5,4.58
5,12.20,5.92,exploring,0,5,4.58
5,13.20,6.92,exploring,0,5,4.58
5,14.20,7.92,exploring,0,5,4.58
5,15.20,8.92,exploring,0,5,4.58
5,16.20,9.92,exploring,0,5,4.58
5,17.20,10.92,exploring,0,5,4.58
5,18.20,11.92,exploring,0,5,4.58
5,19.20,12.92,exploring,0,5,4.58
5,20.20,13.92,exploring,0,5,4.58
5,21.20,14.92,exploring,0,5,4.58
5,22.20,15.92,exploring,0,5,4.58
5,23.20,16.92,exploring,0,5,4.58
5,24.20,17.92,exploring,0,5,4.58
5,25.20,18.92,exploring,1,5,10.61
5,26.20,19.92,exploring,1,5,10.61
5,27.20,20.92,exploring,1,5,10.61
5,28.20,21.92,exploring,1,5,10.61
5,29.20,22.92,exploring,1,5,10.61
5,30.20,23.92,exploring,1,5,21.97
5,31.20,24.92,exploring,1,5,21.97
5,32.20,25.92,exploring,1,5,21.97
5,33.20,26.92,exploring,1,5,21.97
5,34.20,27.92,exploring,1,5,21.97
5,35.20,28.92,exploring,1,5,21.97
5,36.20,29.92,exploring,1,5,21.97
5,37.20,30.92,exploring,1,5,21.97
5,38.20,31.92,exploring,1,5,21.97
5,39.20,32.92,exploring,1,5,21.97
5,40.20,33.92,exploring,1,5,21.97
5,41.20,34.92,exploring,1,5,21.97
5,42.20,35.92,exploring,1,5,21.97
5,43.20,36.92,exploring,1,5,21.97
5,44.20,37.92,exploring,1,5,21.97
5,45.20,38.92,exploring,1,5,21.97
5,46.20,39.92,exploring,2,5,21.97
5,47.20,40.92,exploring,2,5,21.97
5,48.20,41.92,exploring,3,5,21.97
5,49.20,42.92,exploring,3,5,21.97
5,50.20,43.92,exploring,3,5,21.97
5,51.20,44.92,exploring,3,5,21.97
5,52.20,45.92,exploring,3,5,21.97
5,53.20,46.92,exploring,3,5,21.97
5,54.20,47.92,exploring,3,5,21.97
5,55.20,48.92,exploring,3,5,21.97
5,56.20,49.92,exploring,3,5,21.97
5,57.20,50.92,exploring,3,5,21.97
5,58.20,51.92,exploring,3,5,21.97
5,59.20,52.92,exploring,3,5,21.97
5,60.20,53.92,exploring,3,5,21.97
5,61.20,54.92,exploring,3,5,21.97
5,62.20,55.92,exploring,3,5,21.97
